Make,Model,Series launch year,Trim / Version,Year start,Year end,Production start,Production end,New Price,Used price range,Fuel consumption (mpg),Insurance group,Annual road tax,Miles per pound (mpp),Power (bhp),Top Speed (mph),0-60 mph (secs),Torque (Nm),Torque (ft-lb),CO2 Emissions (g/km),Euro Emissions Standard,Miles Per Tank,Fuel Capacity (litres),Weight (kg),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Turning Circle (m),Engine Size (cc),Cylinders,Valves,Fuel Type,Transmission,Gearbox,Drivetrain,Doors,Seats,Luggage Capacity (litres),Unbraked Towing Weight (kg),Braked Towing Weight (kg),EuroNCAP Rating,EuroNCAP Rating description,Adult Occupant,Child Occupant,Pedestrian,New Adult Occupant,New Child Occupant,New Vulnerable Road Users,New Safety Assist,Country,Status,Series (production years start-end),Image URL
BMW,3-Series,Saloon 2005 specs,320d Edition M Sport 4d Auto,2008,2008,03/01/2008,08/01/2008,"£30,955","£2,720 - £4,255",52 mpg,28,£180,,174,142,7.7,350,258,144,4,697,61,1445,4520,1817,1421,2760,11,1995,4,16,Diesel,Automatic,6 Speed Auto,Rear wheel drive,4,5,460,745,1600,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320i Edition M Sport 4d,2008,2008,03/01/2008,08/01/2008,"£27,215","£1,970 - £3,150",46 mpg,27,£180,,167,142,7.9,210,155,146,4,637,63,1370,4520,1817,1421,2760,11,1995,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,460,695,1400,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320i Edition M Sport 4d Auto,2008,2008,03/01/2008,08/01/2008,"£28,705","£2,675 - £4,285",43 mpg,27,£220,,167,140,8.6,210,155,156,4,595,63,1400,4520,1817,1421,2760,11,1995,4,16,Petrol,Automatic,6 Speed Auto,Rear wheel drive,4,5,460,695,1500,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,318d M Sport Business Edition 4d,2009,2010,07/01/2009,08/01/2010,"£29,005","£2,525 - £4,305",62 mpg,25,£30 - £135,,140,130,8.8,320,236,119,5,832,61,1415,4531,1817,1421,2760,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,460,745,1700,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,318d M Sport Business Edition 4d Step Auto,2009,2010,07/01/2009,08/01/2010,"£30,500","£3,180 - £5,435",53 mpg,25,£165 - £180,,140,130,9,320,236,140,5,711,61,1445,4531,1817,1421,2760,11,1995,4,16,Diesel,Automatic,6 Speed Step Auto,Rear wheel drive,4,5,460,745,1700,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,318i M Sport Business Edition 4d,2009,2010,07/01/2009,08/01/2010,"£26,310","£2,350 - £4,015",44 mpg,23,£180,,140,130,8.8,190,140,146,5,609,63,1360,4531,1817,1421,2760,11,1995,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,460,695,1600,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,318i M Sport Business Edition 4d Step Auto,2009,2010,07/01/2009,08/01/2010,"£27,805","£3,075 - £5,240",42 mpg,23,£220,,140,130,9.6,190,140,155,5,582,63,1390,4531,1817,1421,2760,11,1995,4,16,Petrol,Automatic,6 Speed Step Auto,Rear wheel drive,4,5,460,695,1600,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320d (184bhp) M Sport Business Edition 4d,2010,2010,03/01/2010,08/01/2010,"£30,200","£3,120 - £4,435",60 mpg,29,£135,,181,146,7.3,380,280,125,5,805,61,1420,4531,1817,1421,2760,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,460,745,1800,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320d (184bhp) M Sport Business Edition 4d Step Auto,2010,2010,03/01/2010,08/01/2010,"£31,695","£3,870 - £5,515",53 mpg,29,£165,,181,145,7.4,380,280,140,5,711,61,1430,4531,1817,1421,2760,11,1995,4,16,Diesel,Automatic,6 Speed Step Auto,Rear wheel drive,4,5,460,745,1800,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320d M Sport Business Edition 4d,2009,2010,07/01/2009,02/01/2010,"£30,110","£2,595 - £4,335",58 mpg,29,£135,,174,143,7.6,350,258,128,5,778,61,1430,4531,1817,1421,2760,11,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,460,745,1800,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320d M Sport Business Edition 4d Step Auto,2009,2010,07/01/2009,02/01/2010,"£31,605","£3,250 - £5,420",52 mpg,29,£180,,174,142,7.7,350,258,144,5,697,61,1445,4531,1817,1421,2760,11,1995,4,16,Diesel,Automatic,6 Speed Step Auto,Rear wheel drive,4,5,460,745,1800,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320i M Sport Business Edition 4d,2009,2010,07/01/2009,08/01/2010,"£28,005","£2,525 - £4,305",44 mpg,28,£180,,167,142,7.9,210,155,148,5,609,63,1370,4531,1817,1421,2760,11,1995,4,16,Petrol,Manual,6 Speed,Rear wheel drive,4,5,460,695,1600,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 2005 specs,320i M Sport Business Edition 4d Step Auto,2009,2010,07/01/2009,08/01/2010,"£29,500","£3,250 - £5,545",41 mpg,28,£220,,167,140,8.6,210,155,159,5,568,63,1400,4531,1817,1421,2760,11,1995,4,16,Petrol,Automatic,6 Speed Step Auto,Rear wheel drive,4,5,460,695,1600,,The BMW 3-Series Saloon (05-11) was tested by Euro NCAP in  and received the following safety ratings:,Adult Occupant - 5 stars,Child Occupant - 4 stars,Vulnerable road users - 1 stars,,,,,Germany,discontinued,BMW 3-Series Saloon (2005 - 2011),https://parkers-images.bauersecure.com/pagefiles/203594/cut-out/bmw_3series_saloon.jpg
BMW,3-Series,Saloon 1998 specs,316i 16v 4d,2002,2005,03/01/2002,01/01/2005,"£19,305","£540 - £1,890",39 mpg,25,£265,,114,128,10.6,175,129,172,3,540,63,1385,4471,1739,1415,2725,10,1796,4,16,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1250,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i 16v 4d Auto,2002,2005,03/01/2002,01/01/2005,"£20,525","£620 - £2,225",35 mpg,25,£330,,114,124,11.5,175,129,194,3,485,63,1415,4471,1739,1415,2725,10,1796,4,16,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i 4d (99),1999,2001,01/01/1999,09/01/2001,"£17,415",,35 mpg,23,£295 - £330,,105,124,12,165,122,188,3,485,63,1360,4471,1932,1415,2725,-,1895,4,8,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i 4d (01),2001,2002,09/01/2001,03/01/2002,"£17,915","£530 - £1,410",35 mpg,23,£330,,105,124,12,165,-,188,3,485,63,1385,4471,1932,1415,2725,10,1895,4,8,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1250,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i 4d Auto (99),1999,1999,01/01/1999,09/01/1999,"£19,510",,31 mpg,23,£295,,105,120,13.2,165,122,213,2,429,63,1395,4471,1932,1415,2725,-,1895,4,8,Petrol,Automatic,4 Speed Auto,Rear wheel drive,4,5,440,630,1250,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i 4d Auto (01),2001,2002,09/01/2001,03/01/2002,"£19,085","£610 - £1,670",31 mpg,23,£360,,105,121,13.2,165,-,214,3,429,63,1415,4471,1932,1415,2725,10,1895,4,8,Petrol,Automatic,4 Speed Auto,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i 4d Step Auto,1999,2001,09/01/1999,09/01/2001,"£18,585",,31 mpg,23,£295 - £360,,105,121,13.2,165,122,214,3,429,63,1395,4471,1932,1415,2725,-,1895,4,8,Petrol,Automatic,4 Speed Step Auto,Rear wheel drive,4,5,-,670,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318d 4d,2004,2005,04/01/2004,01/01/2005,"£21,490","£730 - £1,735",50 mpg,27,£220,,115,127,10.3,280,207,151,4,693,63,1395,4471,1739,1415,2725,10,1995,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318d 4d Auto,2004,2005,04/01/2004,01/01/2005,"£22,710","£810 - £1,930",41 mpg,27,£290,,115,124,10.9,280,207,182,3,568,63,1425,4471,1739,1415,2725,10,1995,4,16,Diesel,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i 4d (98),1998,2001,09/01/1998,09/01/2001,"£18,745",,35 mpg,25,£295 - £330,,118,128,10.1,180,133,190,3,485,63,1360,4471,1932,1415,2725,-,1895,4,8,Petrol,Manual,5 Speed,Rear wheel drive,4,5,300,680,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i 4d Auto (98),1998,1999,09/01/1998,09/01/1999,"£20,910",,31 mpg,25,£295,,118,125,11.8,180,133,220,-,429,63,1395,4471,1932,1415,2725,-,1895,4,8,Petrol,Automatic,4 Speed Auto,Rear wheel drive,4,5,300,680,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i 4d Step Auto,1999,2001,09/01/1999,09/01/2001,"£19,915",,30 mpg,25,£295 - £360,,118,126,11.8,180,133,220,3,415,63,1395,4471,1932,-,2725,-,1895,4,8,Petrol,Automatic,4 Speed Step Auto,Rear wheel drive,4,5,-,680,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i 4d (01),2001,2005,09/01/2001,01/01/2005,"£20,805","£585 - £2,100",38 mpg,27,£290,,140,135,9,200,148,180,3,526,63,1395,4471,1739,1415,2725,10,1995,4,16,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,680,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i 4d Auto (01),2001,2005,09/01/2001,01/01/2005,"£22,025","£675 - £2,435",34 mpg,27,£330,,140,133,9.9,200,148,196,3,471,63,1435,4471,1739,1415,2725,10,1995,4,16,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,680,1500,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d 4d (99),1999,2001,09/01/1999,09/01/2001,"£20,415",,49 mpg,25,£220 - £295,,136,129,9.6,280,206,152,3,679,63,1450,4471,1932,1415,2725,-,1951,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,-,720,1800,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d 4d (01),2001,2003,09/01/2001,03/01/2003,"£21,515","£755 - £1,720",49 mpg,27,£180 - £220,,150,134,8.6,330,-,153,3,679,63,1490,4471,1932,1415,2725,10,1995,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d 4d (6),2003,2005,03/01/2003,01/01/2005,"£22,615","£785 - £1,850",49 mpg,27,£220,,147,137,8.5,330,243,153,4,679,63,1490,4471,1739,1415,2725,10,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d 4d Auto,2001,2005,09/01/2001,01/01/2005,"£23,835","£820 - £2,010",40 mpg,27,£290,,150,132,8.8,330,243,185,3,554,63,1505,4471,1739,1415,2725,10,1995,4,16,Diesel,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i ES 4d,2003,2005,11/01/2003,01/01/2005,"£18,365","£615 - £2,055",39 mpg,25,£265,,114,128,10.6,175,129,172,3,540,63,1385,4471,1739,1415,2725,10,1796,4,16,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1250,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i ES 4d Auto,2003,2005,11/01/2003,01/01/2005,"£19,585","£710 - £2,390",35 mpg,25,£330,,114,124,11.5,175,129,194,3,485,63,1415,4471,1739,1415,2725,10,1796,4,16,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318d ES 4d,2004,2005,04/01/2004,01/01/2005,"£19,860","£780 - £1,850",50 mpg,27,£220,,115,127,10.3,280,207,151,4,693,63,1395,4471,1739,1415,2725,10,1995,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318d ES 4d Auto,2004,2005,04/01/2004,01/01/2005,"£21,080","£850 - £2,010",41 mpg,27,£290,,115,124,10.9,280,207,182,3,568,63,1425,4471,1739,1415,2725,10,1995,4,16,Diesel,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i ES 4d,2003,2005,01/01/2003,01/01/2005,"£19,845","£630 - £2,265",38 mpg,27,£265 - £290,,140,135,9,200,148,180,3,526,63,1395,4471,1739,1415,2725,10,1995,4,16,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,680,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i ES 4d Auto,2003,2005,01/01/2003,01/01/2005,"£21,065","£720 - £2,600",34 mpg,27,£330,,140,133,9.9,200,148,196,3,471,63,1435,4471,1739,1415,2725,10,1995,4,16,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,680,1500,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d ES 4d,2003,2005,01/01/2003,01/01/2005,"£20,860","£795 - £1,965",49 mpg,27,£220,,150,134,8.6,330,243,153,4,679,63,1490,4471,1739,1415,2725,10,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d ES 4d Auto,2003,2005,01/01/2003,01/01/2005,"£22,080","£865 - £2,130",40 mpg,27,£290,,150,132,8.8,330,243,185,3,554,63,1505,4471,1739,1415,2725,10,1995,4,16,Diesel,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 16v 4d,2002,2005,03/01/2002,01/01/2005,"£20,330","£585 - £2,100",39 mpg,25,£265,,114,128,10.6,175,129,172,3,540,63,1385,4471,1739,1415,2725,10,1796,4,16,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1250,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 16v 4d Auto,2002,2005,03/01/2002,01/01/2005,"£21,550","£675 - £2,435",35 mpg,25,£330,,114,124,11.5,175,129,194,3,485,63,1415,4471,1739,1415,2725,10,1796,4,16,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 4d (01),2001,2002,09/01/2001,03/01/2002,"£18,935","£580 - £1,570",35 mpg,23,£330,,105,124,12,165,-,188,3,485,63,1385,4471,1932,1415,2725,10,1895,4,8,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1250,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 4d (99),1999,2001,01/01/1999,09/01/2001,"£18,645",,35 mpg,23,£295 - £330,,105,124,12,165,122,188,3,485,63,1360,4471,1932,1415,2725,-,1895,4,8,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 4d Auto (01),2001,2002,09/01/2001,03/01/2002,"£20,105","£660 - £1,825",31 mpg,23,£360,,105,121,13.2,165,-,214,3,429,63,1415,4471,1932,1415,2725,10,1895,4,8,Petrol,Automatic,4 Speed Auto,Rear wheel drive,4,5,440,670,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 4d Auto (99),1999,1999,01/01/1999,09/01/1999,"£20,810",,31 mpg,23,£295,,105,120,13.2,165,122,214,3,429,63,1395,4471,1932,1415,2725,-,1895,4,8,Petrol,Automatic,4 Speed Auto,Rear wheel drive,4,5,440,670,1500,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,316i SE 4d Step Auto,1999,2001,09/01/1999,09/01/2001,"£19,815",,31 mpg,23,£295 - £360,,105,121,13.2,165,122,214,3,429,63,1395,4471,1932,1415,2725,-,1895,4,8,Petrol,Automatic,4 Speed Step Auto,Rear wheel drive,4,5,-,670,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318d SE 4d,2004,2005,04/01/2004,01/01/2005,"£22,515","£830 - £1,970",50 mpg,27,£220,,115,127,10.3,280,207,151,4,693,63,1395,4471,1739,1415,2725,10,1995,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318d SE 4d Auto,2004,2005,04/01/2004,01/01/2005,"£23,735","£910 - £2,125",41 mpg,27,£290,,115,124,10.9,280,207,182,3,568,63,1425,4471,1739,1415,2725,10,1995,4,16,Diesel,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i SE 4d (98),1998,2001,09/01/1998,09/01/2001,"£19,975",,35 mpg,25,£295 - £330,,118,128,10.1,180,133,190,3,485,63,1360,4471,1932,1415,2725,-,1895,4,8,Petrol,Manual,5 Speed,Rear wheel drive,4,5,300,680,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i SE 4d Auto (98),1998,1999,09/01/1998,09/01/1999,"£22,210",,31 mpg,25,£295,,118,125,11.8,180,133,216,-,429,63,1395,4471,1932,1415,2725,-,1895,4,8,Petrol,Automatic,4 Speed Auto,Rear wheel drive,4,5,300,680,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i SE 4d Step Auto,1999,2001,09/01/1999,09/01/2001,"£21,145",,30 mpg,25,£295 - £360,,118,126,11.8,180,133,220,3,415,63,1395,4471,1932,-,2725,-,1895,4,8,Petrol,Automatic,4 Speed Step Auto,Rear wheel drive,4,5,-,680,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i SE 4d (01),2001,2005,09/01/2001,01/01/2005,"£21,830","£635 - £2,270",38 mpg,27,£290,,140,135,9,200,148,180,3,526,63,1395,4471,1739,1415,2725,10,1995,4,16,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,680,1400,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,318i SE 4d Auto (01),2001,2005,09/01/2001,01/01/2005,"£23,050","£730 - £2,610",34 mpg,27,£330,,140,133,9.9,200,148,196,3,471,63,1435,4471,1739,1415,2725,10,1995,4,16,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,680,1500,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d SE 4d (99),1999,2001,09/01/1999,09/01/2001,"£21,645",,49 mpg,25,£220 - £295,,136,129,9.6,280,206,152,3,679,63,1450,4471,1932,1415,2725,-,1951,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,-,720,1800,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d SE 4d (01),2001,2003,09/01/2001,03/01/2003,"£22,545","£850 - £1,925",49 mpg,27,£180 - £220,,150,134,8.6,330,-,153,3,679,63,1490,4471,1932,1415,2725,10,1995,4,16,Diesel,Manual,5 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d SE 4d (6),2003,2005,03/01/2003,01/01/2005,"£23,640","£880 - £2,085",49 mpg,27,£220,,150,137,8.5,330,243,153,4,679,63,1490,4471,1739,1415,2725,10,1995,4,16,Diesel,Manual,6 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320d SE 4d Auto,2001,2005,09/01/2001,01/01/2005,"£24,860","£915 - £2,245",40 mpg,27,£290,,150,132,8.8,330,243,185,3,554,63,1505,4471,1739,1415,2725,10,1995,4,16,Diesel,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320i SE 4d (00),2000,2001,09/01/2000,09/01/2001,"£22,215",,31 mpg,31,£295 - £360,,170,140,7.9,210,-,213,3,429,63,1465,4471,1932,1415,2725,-,2171,6,24,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,-,-,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320i SE 4d Auto (00),2000,2001,09/01/2000,09/01/2001,"£23,435",,30 mpg,31,£295 - £360,,170,139,9,210,-,226,3,415,63,1500,4471,1932,1415,2725,-,2171,6,24,Petrol,Automatic,5 Speed Auto,Rear wheel drive,4,5,440,-,-,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
BMW,3-Series,Saloon 1998 specs,320i SE 4d (01),2001,2005,09/01/2001,01/01/2005,"£23,615","£685 - £2,435",31 mpg,31,£360,,167,140,8,210,155,213,3,429,63,1470,4471,1739,1415,2725,10,2171,6,24,Petrol,Manual,5 Speed,Rear wheel drive,4,5,440,720,1600,,,,,,,,,,Germany,discontinued,BMW 3-Series Saloon (1998 - 2005),
